"","description","color","variety","country","id"
"68298","Cadaretta's largest production red is drinking beautifully in this exceptional vintage. It seems to be moving into midlife softness, with a well-integrated blend of plums, cassis and black cherries, highlighted with clove and coffee. Complex and detailed, its tannins are grainy and dark, adding heft and gravitas to the fruit.","Red","Cabernet Sauvignon","US",68298
"29304","Coming from one of Washington's premier Riesling sites, it's redolent with peach, mineral and floral notes. It drinks almost completely dry with bright, crisp acids.","White","Riesling","US",29304
"20068","A two-acre parcel of 75-year-old vines is the source of this jewel of a wine. It is ripe, full bodied and packed with dark fruits. The tannins and the structure promise some aging. Concentrated from the old vines and with a mineral, tight texture, the wine will take its time to be ready. Drink from 2018.","Red","Gamay","France",20068
"99753","The scent of ripe black fruit veers into raisin territory, but accents of wax and smoked wood add interest. The wine's core is supple, and it deals fine astringent tannins that hold the wine together. Medium to full bodied, this Merlot finishes with bright acidity and a wild berry flavor. It feels warm on the tongue despite having a modest 13% alcohol.","Red","Merlot","US",99753
"54371","Ripe, ruddy cassis and blackberry are threaded with woody tones of briar and tobacco in this lush Pinot Noir. It's rich and silky on the palate, but marked by pert acidity and a long, velveteen finish.","Red","Pinot Noir","US",54371
"57454","The Adelaide Hills aren't known as a hotspot for Cabernet Sauvignon, but this offering, from a warm site, excels. Cinnamon, clove, cracked pepper and vanilla notes accent dark, meaty fruit. It's full and rich enough to be mistaken as coming from a warmer region, with a long, earthy finish. Drink now–2025.","Red","Cabernet Sauvignon","Australia",57454
"50611","A wine for early drinking, this is soft, fruity and bright. With red berry flavor and gentle tannins, it's direct and packed with fruitiness. Drink now.","Red","Portuguese Red","Portugal",50611
"97591","This is a gentle and easy-going Chardonnay. It is soft, lightly buttery and conveys apricot and ripe pear flavors. The aftertaste just touches on acidity.","White","Chardonnay","France",97591
"31655","This wine is ripe, with a warm, yellow fruit character. It is bright and poised, elegant and sophisticated. Acidity shoots through the richness, bringing a strong citrus element. Sunny in character, it will still age; drink from late 2016.","White","Chardonnay","France",31655
"62134","Not much Syrah is grown in the Willamette Valley, but Cristom has made it for quite some time now. Tart and astringent, this has black cherry and earth flavors, a light hint of fungus, and chewy tannins.","Red","Syrah","US",62134
"24970","Jammy but generic berry fruit aromas are crowded by lactic, pasty oak scents and vanilla. The wine is hard as cement in the mouth, with jagged tannins. Flavors of sun-baked raisin and plum fold in chocolate and rubbery notes on a grabby finish that includes residual resiny oak. This could use more time; try after 2016.","Red","Red Blend","Spain",24970
"12721","Both rich and opulent, this complex and dense wine is packed with the richest strawberries and a firm, black core of tannin. The velvet casing of the wine is ripe and generous while still needing many years to age. This is a wine for the long-haul, don't touch before 2020.","Red","Pinot Noir","France",12721
"21492","This informal red opens with aromas that suggest dark-skinned fruit and Mediterranean brush. The dense, simple palate offers juicy black cherry and a hint of dark cooking spice. It closes on a note of bitter almond.","Red","Nero d'Avola","Italy",21492
"59847","With rubbery, smoky aromas and mild berry scents, this light-framed Tempranillo is bright on the palate and easy to quaff. Berry, plum and a touch of bitter chocolate are the flavors.","Red","Tempranillo","Spain",59847
"29211","Based on the local Castelão grape, this wine is aged in wood for eight months. Its ripeness and soft tannins are both fruity and lightly structured. It is full-bodied, yet has enough acidity to bring out a juicy, fruity aftertaste.","Red","Portuguese Red","Portugal",29211
"39823","Light berry aromas mix with brine, cumin and sweet spice on the nose. In the mouth, it's rather lean and juicy, with sharp acidity creating fresh red berry flavors and tang. Turns more piercing and citrusy the longer it airs out.","Red","Malbec","Argentina",39823
"27539","The slightest touch of flinty reduction clings to the nose. Underneath, the crisp, slender palate is dominated by appetizing notes of ripe lemon. A tiny bit of spritz makes the slender body seem almost weightless, but all that lovely lemon fruit fills mouth and nose. The finish is featherlight and refreshing.","White","Sauvignon Blanc","Austria",27539
"5106","Pretty long in the bottle, this rich, soft, thick Zin offers a stewy taste of plums that veers sweet into molasses and jam. On the finish is an additional thickness of black pepper and leather.","Red","Zinfandel","US",5106
"67672","Freshly smashed plum and wild berries show strongly on the nose of this blend of 71% Grenache, 22% Syrah and 7% Mourvèdre, along with dried lilacs and an array of garden and wild herbs, from thyme to oregano. The herbs take center stage on the sip, with wild mint, dried sage and fennel covering the dried plum fruits.","Red","G-S-M","US",67672
"44870","This tiny production blend surely is made in the modern cult style. Its tannins are soft and sexy, its flavors deep and delicious with milk chocolate, blackberry jam, cassis liqueur and buttery toast. The only thing it lacks is subtlety, but it does deserve its score for sheer Napa power.","Red","Bordeaux-style Red Blend","US",44870
"11184","This Cab is pretty good for the price. It's ripe and fruity, with a full body and rich but soft tannins. Turns a bit treacly on the finish, with a dulcet, honeyed richness.","Red","Cabernet Sauvignon","US",11184
"98838","Medium bodied and firmly structured, this doesn't show the generosity of the 2009 vintage as much as some other Nothern Rhônes. Instead, it's a traditionally built wine with classic notes of smoke, herbs and black olives, and even some ash-like notes on the finish. Drink 2013–2018.","Red","Syrah","France",98838
"66309","Has the soft, easy but complex tannins that made the appellation famous, and bracing acidity underpinning blackberry, olive and herb flavors. Feels good and rich in the mouth. Try cellaring it for a few years.","Red","Cabernet Sauvignon","US",66309
"70092","Grapes from the Riverbend and Lewis vineyards are often featured in far more expensive bottles. Here they create a 50/50 blend with bright boysenberry fruit and a generous dash of spice and pepper.","Red","Syrah","US",70092
"1490","This blend of Merseguera and Sauvignon Blanc is modest as a church mouse, with clean but dilute green-apple aromas. An easygoing, round palate offers orange and lime flavors in front of a pithy, citrusy finish.","White","White Blend","Spain",1490
"22220","This waxy, stalky Pinot Grigio comes with a can't-miss whiff of corn chips prior to a fleshy, flat palate of bland banana flavors. The dull, chunky finish is on its last legs.","White","Pinot Grigio","Chile",22220
"45972","This wine, from selected vineyards owned by the Carrille family, is rich and now mature. Its tannins are merging with the secondary flavors of the fruit as it softens and develops a spice and tobacco character. Drink this wine now.","Red","Merlot","France",45972
"41595","Mushroom aromas indicate a wine that is now mature. It's light, textured with hints of green herbs as well as tannins that are now dry. Not for aging, drink now.","Red","Bordeaux-style Red Blend","France",41595
"87011","Honey, butter, yellow pear, pineapple and vanilla cream show on the supple and soft palate of this bottling—one of the new appellation blends branded under the Nielson name. Sea salt and caramel apple show on the palate, which is underlied and bound by a rain-on-slate minerality, and finishes on an apple custard note.","White","Chardonnay","US",87011
"33771","The rich style of a Setzer wine is here, married to tight acidity, a mineral edge and ripeness. Pepper and white currant flavors come together in a mellifluous whole. Age for a year.","White","Grüner Veltliner","Austria",33771
